payer_name,beneficiary_name,date,purpose,amount_orig_currency,amount_orig,amount_usd,amount_eur,investigation
DANSKE BANK A/S EESTI FILIAAL,METASTAR INVEST LLP,2012-07-27,JSC ROSOBORONEXPORT/PMT UNDER SUPPL.AGR 14 DD 24.06.2011 TO AGR 30018 DD 17.03.2009 AND SUPPL.AGR DD 01.07.2011 HERETO. INMAXO CAPITAL CORP 333455870002,EUR,499917.25,631256,499917.25,az
DANSKE BANK A/S EESTI FILIAAL,METASTAR INVEST LLP,2012-07-27,JSC ROSOBORNEXPORT/PMT UNDER SUPPL.AGR.N14 DD110624 TO A GR.N 30018 DD090317 AND SUPPL.AGR.DD110701 HERETO. INMAX O CAPITAL CORP 333455870002,EUR,506945.78,640131,506945.78,az
MOBILA LLP,METASTAR INVEST LLP,2012-07-27,1207275027688306 INVOICE.No 69 DD 13.07.2012,USD,8e+05,800000,633552.8,az
JETFIELD NETWORKS LIMITED,METASTAR INVEST LLP,2012-07-27,1207275026111230 INV.333 DD 30.06.2012,USD,7000800,7000800,5544220.55,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-07-30,1207305026732444 INVOICE 20 DD 19.06.2012,USD,-387728,387728,307057.7,az
METASTAR INVEST LLP,VELASCO INTERNATIONAL INC.,2012-07-30,1207305025830204 INVOICE 943 DD 07.07.2012,EUR,-381685,481962,381685,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-07-30,INVOICE 20 DD 19.06.2012,EUR,-374119,472408,374119,az
METASTAR INVEST LLP,WILLROCK UNITED LLP,2012-07-30,INVOICE 044 DD 17.07.2012,EUR,-2e+05,252545,2e+05,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2012-07-30,invoice 888 dd 09.06.2012,EUR,-148925,188051,148925,az
METASTAR INVEST LLP,MOBILA LLP,2012-07-30,1207305027365520 DOGOVOR ZAYMA,USD,-139450,139450,110436.17,az
METASTAR INVEST LLP,ZAO LVZ TOPAZ,2012-07-30,"1207305022879760 CONTRACT N 12130-031-2-01-11 DD 15. 08. 2011 INVOYS N-78/12-1,2,4 DD 02. 04.2012 BAKTORQ ZA VODK U",EUR,-66936.48,84523,66936.48,az
METASTAR INVEST LLP,MOBILA LLP,2012-07-30,1207305025624200 DOGOVOR ZAYMA,USD,-38482,38482,30475.47,az
METASTAR INVEST LLP,VELASCO INTERNATIONAL INC.,2012-07-30,1207305021044380 INVOICE 09 DD 09.06.2012,EUR,-25271,31911,25271,az
METASTAR INVEST LLP,ZMAGO JELINCIC PLEMENITI,2012-07-30,1207305024170088 INVOICE Q12 DD 20.07.2012,EUR,-25200,31821,25200,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2012-07-30,1207305027763524 invoice 888 dd 09.06.2012,USD,-21107,21107,16715.5,az
METASTAR INVEST LLP,GEOPLAS PLASTIK ZEMIN TEKNIKLERI,2012-07-30,1207305025758696 INVOICE 1254 DD 28.07.2012,USD,-20000,20000,15838.82,az
METASTAR INVEST LLP,ALAKBAROVA GUNEL,2012-07-30,1207305026438308 INVOICE 3 DD 22.07.2012 FOR SERVICE,CHF,-10000,10506,8319.49,az
METASTAR INVEST LLP,ALAKBAROVA NIGAR,2012-07-30,1207305021952548 INVOICE 4 DD 22.07.2012 FOR SERVICE,CHF,-10000,10506,8319.49,az
LOTA SALES LLP,METASTAR INVEST LLP,2012-07-30,1207305027904692 DOGOVOR ZAYMA,USD,1e+05,100000,79194.1,az
MOBILA LLP,METASTAR INVEST LLP,2012-07-30,INVOICE.No 69 DD 13.07.2012,EUR,650000,820769,650000,az
METASTAR INVEST LLP,LOTA SALES LLP,2012-07-31,1207315025028146 DOGOVOR ZAYMA,USD,-610000,610000,483084.01,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-07-31,1207315021331370 INVOICE 03 DD 17.07.2012,USD,-5e+05,500000,395970.5,az
METASTAR INVEST LLP,DR.JOACHIM SCHERVIER UND DR.HENNING,2012-07-31,1207315025274966 INVOICE DD 25.06.2012 JAHANGIROV RO VSC HAN KAUF WOHNUNG AM STADPARK 32,EUR,-3e+05,378817,3e+05,az
METASTAR INVEST LLP,AUTO 1000 GMBH,2012-07-31,"1207315025760158 2013 MB G63AMG,VIN WDB4632721X199976",EUR,-140000,176781,140000,az
METASTAR INVEST LLP,MATTHIAS GARSKE NUTZFAHRZEUGE,2012-07-31,1207315027350502 INVOICE 654 DD 30.07.2012,EUR,-45300,57202,45300,az
METASTAR INVEST LLP,THOMAS DUNN,2012-07-31,1207315027809206 ROUTING - 021000089,USD,-33000,33000,26134.05,az
METASTAR INVEST LLP,PARI INTERNATIONAL INC,2012-07-31,1207315024046750 INVOICE 864-0 DD 01.04.0212 FOR EQU IPM ENT,EUR,-29487,37234,29487,az
METASTAR INVEST LLP,BOYSAN BOYA SAN.VE TIC.A.S.,2012-07-31,1207315022786682 INVOICE 0332 DD 27.07.2012 FOR PAIN TS,USD,-20000,20000,15838.82,az
METASTAR INVEST LLP,AUTO 1000 GMBH,2012-07-31,1207315022374462 MERCEDES-BENZ ATEGO 815 WDB9700151K9935 88,EUR,-15300,19320,15300,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-07-31,INVOICE 03 DD 17.07.2012,EUR,-14500,18310,14500,az
METASTAR INVEST LLP,TEKNOS SP.Z.O.O,2012-07-31,1207315021746422 INVOICE DD 10.06.0212 ORDER 12.06 E NIL IK,EUR,-11402.5,14399,11402.5,az
METASTAR INVEST LLP,PENTAX A RICOH COMPANY,2012-07-31,1207315024142750 INVOICE 1200069318 DD 24/07/12,EUR,-9905.74,12509,9905.74,az
METASTAR INVEST LLP,LOTA SALES LLP,2012-07-31,DOGOVOR ZAYMA,EUR,-9000,11365,9000,az
METASTAR INVEST LLP,SEL DIS TICARET VE KIMYA SANAYI,2012-07-31,1207315024193738 INVOICE 833 DD 22.07.2012 FOR PAINT S,EUR,-7785,9831,7785,az
METASTAR INVEST LLP,JSC GUDOBELE,2012-07-31,1207315026288106 INVOICE 1315002 DD 20.07.2012,USD,-4850,4850,3840.91,az
METASTAR INVEST LLP,Geistlich Pharma,2012-07-31,"1207315024691046 INV.21201227 DD JULY 25,2012",CHF,-3689,3876,3069.06,az
METASTAR INVEST LLP,FEELGOOD PRODUCTION LLP,2012-07-31,1207315025089998 invoice 099 dd 20.07.2012,USD,-3000,3000,2375.82,az
MUROVA SYSTEMS LLP,METASTAR INVEST LLP,2012-07-31,1207315026673258 CONTRACT 02 DD 18.07.2012,USD,20070,20070,15894.26,az
DANSKE BANK A/S EESTI FILIAAL,METASTAR INVEST LLP,2012-07-31,1207315025887210 UPRAVLENIE FED. KAZNACEISTVA/VOZVRAT P/ P 7011 INMAXO CAPITAL CORP 333455870002,RUB,225000,6896,5460.48,az
MUROVA SYSTEMS LLP,METASTAR INVEST LLP,2012-07-31,CONTRACT 02 DD 18.07.2012,EUR,300050,378880,300050,az
LOTA SALES LLP,METASTAR INVEST LLP,2012-07-31,1207315022803474 DOGOVOR ZAYMA,USD,610000,610000,483084.01,az
METASTAR INVEST LLP,VELASCO INTERNATIONAL INC.,2012-08-01,1208015026231454 INVOICE 943 DD 07.07.2012,EUR,-134126,164454,134126,az
METASTAR INVEST LLP,INTRAWAY ALLIANCE LLP,2012-08-01,1208015027498070 INVOICE 392 DD 01.06.2012,USD,-1e+05,100000,81558.6,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-01,1208015026315854 INVOICE 20 DD 19.06.2012,USD,-90368,90368,73702.88,az
METASTAR INVEST LLP,MOBILA LLP,2012-08-01,1208015023219357 DOGOVOR ZAYMA,USD,-68434,68434,55813.81,az
METASTAR INVEST LLP,MOBILA LLP,2012-08-01,1208015026848790 DOGOVOR ZAYMA,USD,-62687,62687,51126.64,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2012-08-01,invoice 888 dd 09.06.2012,EUR,-39814,48817,39814,az
METASTAR INVEST LLP,HUSKY INJECTION MOLDING SYSTEMS S.A,2012-08-01,1208015026121914 INVOICE 12-12-0008041,EUR,-13650,16737,13650,az
METASTAR INVEST LLP,ARTENIUS TURKPET KIMYEVI MADDELER,2012-08-01,1208015024724826 INVOICE PI 20120502/101,USD,-7245,7245,5908.92,az
METASTAR INVEST LLP,AF COMPRESSORS MIDDLE EAST FZE,2012-08-01,1208015020834006 INVOICE QUOTE0002837,EUR,-3475,4261,3475,az
CLIMBFREE SOLUTIONS LIMITED,METASTAR INVEST LLP,2012-08-01,1207315101029262 PMT FOR SAUSAGE CASINGS TO INV. 9 DD 31 /07/2012,USD,20000,20000,16311.72,az
GLOBECOM TRADE L.P,METASTAR INVEST LLP,2012-08-01,1208015022800062 PAYMENT FOR TEXTILE INVOICE 31.07.2012,USD,280000,280000,228364.08,az
AZARBAYCAN METANOL KOMPANI MMC,LCM ALLIANCE LLP,2012-08-01,1207315107933426 OCT4122130021 FINAL PAYM 40 PERCENT FOR THE INSTR UMENTATION AND CONTROL CABLES BOM I N ACC WIT H THE CONTR DD 25.06.2012,USD,356970,356970,291139.73,az
METASTAR INVEST LLP,KAYALAR KIMYA SANAYI VE TICARET,2012-08-02,1208025025197581 INVOICE 54 DD 09/07/2012,USD,-1e+05,100000,81558.6,az
METASTAR INVEST LLP,ILHAM NAGHIYEV,2012-08-02,1208025023218409 INVOICE 89 DD 27.04.2012 FOR COMPUT ERS,GBP,-63887,99543,81185.76,az
METASTAR INVEST LLP,IMEX Motors L.L.C.,2012-08-02,1208025024690659 INVOICE 200 DD 01.07.2012,USD,-59400,59400,48445.81,az
METASTAR INVEST LLP,MOBILA LLP,2012-08-02,1208025028182115 DOGOVOR ZAYMA,USD,-34461,34461,28105.91,az
METASTAR INVEST LLP,NINGBO SINGA FURNITURE INDUSTRY,2012-08-02,1208025020200921 INVOICE 65 DD 30.07.2012,USD,-32050,32050,26139.53,az
METASTAR INVEST LLP,ARKEM ENDUSTRIYEL KIMYA SAN.VE TIC,2012-08-02,1208025026203537 INVOICE 877 DD 01.08.2012,USD,-29600,29600,24141.35,az
METASTAR INVEST LLP,EGE KIMYA SANAYI VE TICARET A.S.,2012-08-02,1208025026687937 INVOICE 01.08.2012 INVOICE 12/P-010 81,USD,-21147.25,21148,17247.4,az
METASTAR INVEST LLP,"YONGKANG SANGHE RADIATOR CO.,LTD",2012-08-02,1208025026080985 INVOICE 05 DD 01.08.2012,USD,-20000,20000,16311.72,az
METASTAR INVEST LLP,INTERMIK SP.ZO.O.,2012-08-02,1208025022691197 INVOICE 8 DD 01.01.2012 VUQAR FOR E QUI PMENT,EUR,-14000,17166,14000,az
METASTAR INVEST LLP,MICHAEL KIANOVSKI,2012-08-02,1208025025914953 INVOICE 01 DD 01.08.2012,USD,-10000,10000,8155.86,az
METASTAR INVEST LLP,LOTA SALES LLP,2012-08-02,DOGOVOR ZAYMA,EUR,-6450,7909,6450,az
METASTAR INVEST LLP,AG GLOBAL LOGISTIC LTD.,2012-08-02,1208025024097049 INVOICE 899 DD 01.08.2012,EUR,-5400,6622,5400,az
METASTAR INVEST LLP,SAFAR SAFAROV,2012-08-02,1208025026762641 INVOICE 222 DD 09.7.2012,USD,-4382,4382,3573.9,az
METASTAR INVEST LLP,ARKEM KIMYA SAN.VE TIC.A.S.,2012-08-02,1208025020607745 PROFORMA INVOICE 2012-29 DATE 02.08 .20 12,USD,-3952,3952,3223.2,az
METASTAR INVEST LLP,WONG YUI FUN,2012-08-02,1208025025886681 INVOICE 555 DD 31.07.2012,USD,-3000,3000,2446.76,az
METASTAR INVEST LLP,LPL Automotive GmbH,2012-08-02,1208025028125049 Rechnung 55609127 für Lieferung Lexus 5 70  086744,EUR,-346,425,346,az
METASTAR INVEST LLP,LPL Automotive GmbH,2012-08-02,1208025022639161 Rechnung 55609126 fur Lieferung Toyota LC  011799,EUR,-301,370,301,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-03,1208035023949047 INVOICE 20 DD 19.06.2012,USD,-480713,480713,392062.79,az
METASTAR INVEST LLP,VELASCO INTERNATIONAL INC.,2012-08-03,1208035026143351 INVOICE 56 DD 17.07.2012,USD,-354834,354834,289397.64,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-03,INVOICE 20 DD 19.06.2012,EUR,-251771,308700,251771,az
METASTAR INVEST LLP,STANDLINE SALES LLP,2012-08-03,1208035020365583 INVOICE 01 DD 01.08.2012,USD,-1e+05,100000,81558.6,az
METASTAR INVEST LLP,WOODEN HAUSE BEL LTD,2012-08-03,1208035024832559 CONTRACT N 4 DD 30.06.2012 SHOT N24 /07 DD 24.07.2012 ZA STROITELNIY MA TERIAL,USD,-92000,92000,75033.91,az
METASTAR INVEST LLP,MOYA ENGINEERING LLP,2012-08-03,1208035020157527 INVOICE 21 DD 01.08.2012,USD,-74812,74812,61015.62,az
METASTAR INVEST LLP,OMS OLCER MEDIKAL SANAYI VE TICARET,2012-08-03,1208035021337907 INVOICE 74431 DD 27.07.2012 FOR MED ICA MENT,EUR,-58500,71728,58500,az
METASTAR INVEST LLP,VELASCO INTERNATIONAL INC.,2012-08-03,1208035023748919 INVOICE 71 DD 29.07.2012,USD,-32727,32727,26691.68,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2012-08-03,1208035020496415 invoice 888 dd 09.06.2012,USD,-31730,31730,25878.54,az
METASTAR INVEST LLP,"BELINKA PERKEMIJA,D.O.O.",2012-08-03,1208035026051071 INVOICE NO 90329525-8412 DD 13.07.2 012 FOR SODIUM PERBORATE TETRA,EUR,-29145.05,35736,29145.05,az
METASTAR INVEST LLP,VEHBI AKYAR,2012-08-03,1208035021413971 INVOICE 84 DD 09.05.2012,EUR,-23000,28201,23000,az
METASTAR INVEST LLP,HAZRI IHRACAT ITHALAT LTD STI,2012-08-03,1208035023287071 INVOICE 39762067 DD 17.06.10 FOT TE XTI L,USD,-23000,23000,18758.48,az
METASTAR INVEST LLP,TRANSLOGISTIK GMBH,2012-08-03,1208035026236419 INVOICE 554 DD 20.07.2012,EUR,-2177,2670,2177,az
LOTA SALES LLP,METASTAR INVEST LLP,2012-08-03,1208035026366775 DOGOVOR ZAYMA,USD,60000,60000,48935.16,az
MOBILA LLP,METASTAR INVEST LLP,2012-08-03,1208035026322499 INVOICE.No 69 DD 13.07.2012,USD,3e+05,300000,244675.8,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-06,1208065020116063 INVOICE 20 DD 19.06.2012,USD,-476275,476275,388443.22,az
LCM ALLIANCE LLP,MOBILA LLP,2012-08-06,1208065026355003 INVOICE.No 6215 DD 25.05.2012,USD,-356500,356500,290756.41,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-08-06,1208065027410951 INVOICE 03 DD 17.07.2012,USD,-2e+05,200000,163117.2,az
METASTAR INVEST LLP,BORUSAN MAKINA VE GUC SISTEMLERI,2012-08-06,1208065025234493 INVOICE 88 DD 06.08.2012,EUR,-51250,62839,51250,az
METASTAR INVEST LLP,INTERNATIONAL BUSINESS UNIT,2012-08-06,1208065027218701 INVOICE 656 DD 02.08.2012,EUR,-41833,51292,41833,az
METASTAR INVEST LLP,EDUARD LINTNER,2012-08-06,1208065022940253 CONTRACT N 0018/122 DD 19.01.2012,EUR,-41000,50271,41000,az
METASTAR INVEST LLP,PARI INTERNATIONAL INC,2012-08-06,1208065020745949 INVOICE 864-0 DD 01.04.0212 FOR EQU IPM ENT,EUR,-27300,33473,27300,az
METASTAR INVEST LLP,KUNT MADENCILIK,2012-08-06,1208065027525949 INVOICE 01 DD 02.08.2012,USD,-26514,26514,21624.45,az
METASTAR INVEST LLP,AYDINOV ELNUR,2012-08-06,1208065026871685 ABA 026009593,USD,-25500,25500,20797.44,az
METASTAR INVEST LLP,BOYSAN BOYA SAN.VE TIC.A.S.,2012-08-06,1208065027062893 INVOICE 0332 DD 27.07.2012 FOR PAIN TS,USD,-24900,24900,20308.09,az
METASTAR INVEST LLP,GEOPLAS PLASTIK ZEMIN TEKNIKLERI,2012-08-06,1208065023391245 INVOICE 650 DD 03.08.2012,USD,-18510,18510,15096.5,az
METASTAR INVEST LLP,GC EUROPE N.V.,2012-08-06,1208065024787895 INVOICE NO 1840 DD 26.11.10 CASPIDE NT TARGULU. FOR EQUIPMENT,EUR,-7608,9329,7608,az
METASTAR INVEST LLP,BISICO,2012-08-06,1208065022499223 INVOICE AB201213324 DD 03.08.2012 FOR E QUIPMENT,EUR,-3820,4684,3820,az
METASTAR INVEST LLP,HACIYEV FARID,2012-08-06,1208065027914031 INVOICE 1 DD 02.08.2012,EUR,-2000,2453,2000,az
METASTAR INVEST LLP,KEREM YURDUN KOKTURK,2012-08-06,1208065022598367 INVOICE 777 DD 01.08.2012,EUR,-810,994,810,az
METASTAR INVEST LLP,VALENTINA SINICINA,2012-08-06,1208065025203541 INVOICE 01 DD 01.08.2012,EUR,-500,614,500,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-07,1208075026210375 INVOICE 20 DD 19.06.2012,USD,-340792,340792,277945.18,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-08-07,1208075024756111 INVOICE 03 DD 17.07.2012,USD,-1e+05,100000,81558.6,az
METASTAR INVEST LLP,EUROMARMI SRL,2012-08-07,1208075026492447 INVOICE 12/00032 DD 02/03/2012 FOR EQUI PMENT,EUR,-10000,12262,10000,az
METASTAR INVEST LLP,SENOL ONAL,2012-08-07,1208075026454415 INVOICE 65 DD 07.07.2012,EUR,-5000,6131,5000,az
METASTAR INVEST LLP,SABA CARS GERMANY GMBH,2012-08-07,1208075025869391 Fur Mercedes-Benz Teile,EUR,-2030,2490,2030,az
LINSTAR SYSTEMS CORP.,METASTAR INVEST LLP,2012-08-07,1208075020235567 CON No 14 DD 14.07.2012 for TEXTILE,USD,30000,30000,24467.58,az
METASTAR INVEST LLP,TDC SYSTEMS LIMITED,2012-08-08,1208085023283105 INVOICE 01 DD 01.08.2012,USD,-1900000,1900000,1549613.4,az
METASTAR INVEST LLP,STANDLINE SALES LLP,2012-08-08,1208085027389589 INVOICE 01 DD 01.08.2012,USD,-60000,60000,48935.16,az
METASTAR INVEST LLP,MOYA ENGINEERING LLP,2012-08-08,1208085024177845 INVOICE 21 DD 01.08.2012,USD,-59662,59662,48659.49,az
METASTAR INVEST LLP,ASLI BASKOY,2012-08-08,1208085025331413 INVOICE 654 DD 03.08.2012,USD,-28000,28000,22836.41,az
METASTAR INVEST LLP,"HK BOSFA IND BATTERY INT CO.,LTD",2012-08-08,"1208085025906365 CONTRACT M2012-5-17 DD MAY 17,2012",USD,-2440.6,2441,1990.52,az
GLOBECOM TRADE L.P,METASTAR INVEST LLP,2012-08-08,1208085023328797 PAYMENT FOR TEXTILE INVOICE 31.07.2012,USD,30000,30000,24467.58,az
MOBILA LLP,METASTAR INVEST LLP,2012-08-08,1208085026612565 INVOICE.No 69 DD 13.07.2012,USD,400060,400060,326283.34,az
GLOBECOM TRADE L.P,METASTAR INVEST LLP,2012-08-08,1208085025788333 PAYMENT FOR TEXTILE INVOICE 31.07.2012,USD,6e+05,600000,489351.6,az
MOBILA LLP,METASTAR INVEST LLP,2012-08-08,1208085021825693 INVOICE.No 69 DD 13.07.2012,USD,1e+06,1000000,815586,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-09,1208095020099307 INVOICE 20 DD 19.06.2012,USD,-965844,965844,787728.84,az
METASTAR INVEST LLP,TDC SYSTEMS LIMITED,2012-08-09,1208095025733867 INVOICE 01 DD 01.08.2012,USD,-5e+05,500000,407793,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-08-09,1208095024587851 INVOICE 03 DD 17.07.2012,USD,-2e+05,200000,163117.2,az
METASTAR INVEST LLP,STANDLINE SALES LLP,2012-08-09,1208095027662415 INVOICE 01 DD 01.08.2012,USD,-1e+05,100000,81558.6,az
METASTAR INVEST LLP,KARASOY TURIZM INSAAT TAAH.VE,2012-08-09,1208095024196035 INVOICE 111 DD 03.08.2012,USD,-89000,89000,72587.15,az
METASTAR INVEST LLP,MOYA ENGINEERING LLP,2012-08-09,1208095021096395 INVOICE 21 DD 01.08.2012,USD,-56752,56752,46286.14,az
METASTAR INVEST LLP,MKS MARMARA ENTEGRE KIMYA SANAYI,2012-08-09,1208095025215359 INVOICE 01 DD 31.07.2012,EUR,-36000,44141,36000,az
METASTAR INVEST LLP,FENDI SWITZERLAND SA,2012-08-09,1208095027115167 INVOICE 09 DD 07.08.2012,CHF,-7500,7662,6248.6,az
METASTAR INVEST LLP,DATESZ,2012-08-09,1208095027824411 INVOICE 0909 DD 04.08.2012,EUR,-5000,6131,5000,az
METASTAR INVEST LLP,HARMSCO ITALIA S.R.L,2012-08-09,1208095020799115 ORDER N 94 DD 04.07.2012,EUR,-3070,3765,3070,az
LOTA SALES LLP,METASTAR INVEST LLP,2012-08-09,1208095022695763 DOGOVOR ZAYMA,USD,10000,10000,8155.86,az
LOTA SALES LLP,METASTAR INVEST LLP,2012-08-09,1208095024427907 DOGOVOR ZAYMA,USD,10000,10000,8155.86,az
SKN ELECTRICAL SERVICES LIMITED,METASTAR INVEST LLP,2012-08-09,1208095105026931 INV 10031,USD,50460,50460,41154.47,az
JETFIELD NETWORKS LIMITED,METASTAR INVEST LLP,2012-08-09,1208095025633675 INV.333 DD 30.06.2012,USD,7915400,7915400,6455689.42,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-10,1208105020971325 OWN REFERENCE,USD,-487017,487017,397204.25,az
METASTAR INVEST LLP,IMEX MOTORS L.L.C,2012-08-10,1208105022296801 INVOICE NO 7650750 DD 14.06.12 FOR EQUI PMENT,EUR,-140000,171656,140000,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2012-08-10,invoice 888 dd 09.06.2012,EUR,-66936.48,82072,66936.48,az
METASTAR INVEST LLP,NINGBO SINGA FURNITURE INDUSTRY,2012-08-10,1208105024652209 INVOICE NO 70670576 DD 07.06.12,USD,-38635,38635,31510.17,az
METASTAR INVEST LLP,DE BRUYCKER,2012-08-10,1208105021759521 INVOICE NO 57075057 DD 05.08.12,EUR,-32000,39236,32000,az
METASTAR INVEST LLP,CCG DE GMBH,2012-08-10,1208105026274809 INVOICE No 380055 DD 14.06.12,EUR,-7875.3,9656,7875.3,az
METASTAR INVEST LLP,OCEANNET BV,2012-08-10,"1208105026442369 INVOICE NO 7708020/1208077 DD 09.08 .12 ,XIDIROV NATIK",EUR,-6250,7664,6250,az
METASTAR INVEST LLP,OZTURK OKTAY,2012-08-10,1208105021421681 INVOICE NO 56494649 DD 14.06.12,USD,-6200,6200,5056.63,az
METASTAR INVEST LLP,AZAR ALIYEV,2012-08-10,1208105026656765 INVOICE No 5649856495 DD 14.07.12,USD,-6160,6160,5024.01,az
METASTAR INVEST LLP,INKA AMBALAJ SAN.VE INS.LTD.STI,2012-08-10,1208105028051757 INVOICE No 12-0810-01,EUR,-3700,4537,3700,az
METASTAR INVEST LLP,BEGARAT VERTRIEBS-UND SERVICE GMBH,2012-08-10,1208105025180209 INVOICE No 10933 DD 08.08.12,EUR,-3013.06,3695,3013.06,az
METASTAR INVEST LLP,CONTINENTAL ENGINES,2012-08-10,1208105026359433 ORDER NUMBER NO 1179550 DD 18.07.12,USD,-1800,1800,1468.05,az
LINSTAR SYSTEMS CORP.,METASTAR INVEST LLP,2012-08-10,1208105025236545 CON No 14 DD 14.07.2012 for TEXTILE,USD,60000,60000,48935.16,az
DEUTDEFFXXX,METASTAR INVEST LLP,2012-08-10,1208095105222495 RETURN OF P/O 159/1207305022879760  /EU R66936.48/BENEFICIARY STATES  THAT FUNDS TRANSFERRED BY MISTAKE,EUR,66871.29,81992,66871.29,az
NEROX MOST LIMITED,METASTAR INVEST LLP,2012-08-10,1208105027507545 PMT BY CNTR 2503/7801 DD 30.07.2012 FOR TEXTILE,USD,272584.74,272585,222316.3,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-13,1208135025038125 INVOICE No 58459454 DD 14.06.12,USD,-479181,479181,390813.32,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-08-13,1208135024837945 INVOICE 03 DD 17.07.2012,USD,-250000,250000,203896.5,az
METASTAR INVEST LLP,KAYALAR KIMYA SANAYI VE TICARET,2012-08-13,1208135024978953 INVOICE NO 659867098 DD 04.06.12,USD,-1e+05,100000,81558.6,az
METASTAR INVEST LLP,"KPX FINE CHEMICAL CO.,LTD",2012-08-13,1208135026604389 INVOICE NO 5704045 DD 05.06.12,USD,-60000,60000,48935.16,az
METASTAR INVEST LLP,GULSAN PROFIL BORU VE CAM ISL.SAN.,2012-08-13,1208135025804389 INVOICE NO 3234335 DD 08.05.12,USD,-38652.5,38653,31524.44,az
METASTAR INVEST LLP,RIDVAN COSKUN,2012-08-13,1208135022690537 INVOICE 01 DD 20.07.2012,USD,-30000,30000,24467.58,az
METASTAR INVEST LLP,ARGON KIMYA SANAYI VE TICARET ANONI,2012-08-13,1208135026707109 INVOICE NO 4U3909553 DD 14.06.12,USD,-26760,26760,21825.08,az
METASTAR INVEST LLP,"YONGKANG SANGHE RADIATOR CO.,LTD",2012-08-13,1208135024596741 INVOICE 05 DD 01.08.2012,USD,-20000,20000,16311.72,az
METASTAR INVEST LLP,CLEVER LOGISTIC SP.Z O.O.,2012-08-13,1208135023424857 INVOICE NO FPF067/08/12 DD 09.08.12 YEN ILIK IKF,USD,-11940,11940,9738.1,az
DANSKE BANK A/S EESTI FILIAAL,METASTAR INVEST LLP,2012-08-13,1208135023020505 VOSTOK MEDIA ECHANGE LTD/INVOICE:120801 DD 01.08.2012. INMAXO CAPITAL CORP 333455870002,USD,16263,16263,13263.88,az
METASTAR INVEST LLP,INN905281886,2012-08-14,1208145026732223 (VO10080) CONTRACT 2 DD 17.05.2012 QART AL FOR WOODEN BEZ NDS,RUB,-623744,19269,15715.05,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-08-14,1208145027777051 INVOICE 03 DD 17.07.2012,USD,-3e+05,300000,244675.8,az
METASTAR INVEST LLP,IMEX MOTORS L.L.C,2012-08-14,1208145025061785 INVOICE NO 7650750 DD 14.06.12 FOR EQUI PMENT,EUR,-130035,159438,130035,az
METASTAR INVEST LLP,MERCEDES EUROPA,2012-08-14,1208145024988865 ORDER 56/87845 MR.EMIN EYYUOB,EUR,-9000,11036,9000,az
LINSTAR SYSTEMS CORP.,METASTAR INVEST LLP,2012-08-14,1208145024701751 CON No 14 DD 14.07.2012 for TEXTILE,USD,25000,25000,20389.65,az
METASTAR INVEST LLP,LONGVALE ORGANIZATION CORP,2012-08-15,1208155022190279 INVOICE No 58459454 DD 14.06.12,USD,-479627,479627,391177.07,az
METASTAR INVEST LLP,REMZI ERDEM,2012-08-15,1208155021468222 CONTRACT NO 6796733 DD 05.08.12,USD,-378120,378120,308389.38,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2012-08-15,1208155022106486 invoice 888 dd 09.06.2012,USD,-360700,360700,294181.87,az
METASTAR INVEST LLP,MUROVA SYSTEMS LLP,2012-08-15,1208155026201166 INVOICE 03 DD 17.07.2012,USD,-3e+05,300000,244675.8,az
METASTAR INVEST LLP,WILLROCK UNITED LLP,2012-08-15,INVOICE 044 DD 17.07.2012,EUR,-50000,61306,50000,az
METASTAR INVEST LLP,MOYA ENGINEERING LLP,2012-08-15,1208155021847082 INVOICE 21 DD 01.08.2012,USD,-30156,30156,24594.81,az
METASTAR INVEST LLP,DESTILA S.R.O.,2012-08-15,1208155021490254 CONTRACT NO 32412 DD 05.12 FOR EQUI PME NT,EUR,-20000,24523,20000,az
